Name,Employees,Website,Turnover,Reg Number,EBITDA
Newredo Ltd,7,Newredo.com,,07189605,
Infinity Technology Europe Limited,13,Infi2.com,,07190030,
Pracedo Ltd,31,Pracedo.com,"£5,022,230 ",07190432,"(£1,829,428)"
 Logic Design & Consultancy Ltd Logicdesign.co.uk,8,Logicdesign.co.uk,,07190438,
Babelquest Limited,24,Babelquest.co.uk,,07190490,
Scalian UK Limited,20,Etiq-international.com,"£1,908,140 ",07191382,"£77,392 "
Dragon Information Systems Limited,13,Dragon-is.com,,07192279,
Eurosoft Tech Limited,6,Eurosofttech.co.uk,,07192785,
Redmill Solutions Ltd,32,Redmillsolutions.com,,07193163,
Minimax Labs Ltd,10,Minimaxlabs.com,,07193685,
Opensymmetry Consulting Limited,16,Opensymmetry.com,,07193696,
Serbus Limited,18,Serbusgroup.com,,07195673,
Business And Service Solutions Limited,6,Wdcservicesolutions.com,,07197748,
Kendor Day Nursery Ltd,12,,,07199874,
Dce Datacoms Limited,12,Dcedatacoms.co.uk,,07201108,
Caution Your Blast Ltd,24,Cautionyourblast.com,,07203051,
Leela Consultancy Limited,12,Leelaconsultancy.co.uk,,07204067,
Mast ICT Limited,9,Mast-ict.com,,07204069,
FM180 Ltd,28,Fm180.com,,07205847,
Siri Technology Solutions Limited,6,Sirisoftsol.com,,07206437,
Grove Design (Pembridge) Limited,12,Grovedesign.co.uk,,07207211,
Spectrakey Ltd,6,Spectrakey.co.uk,"£4,130 ",07208132,"(£2,763)"
Heresafe Limited,13,Targetis.co.uk,,07209070,
Acrelec UK Limited,48,Acrelec.co.uk,"£17,819,000 ",07210638,"£1,496,000 "
Carrera (UK) Limited,12,Carrera-uk.com,,07212673,
Quest End Limited,6,Questend.co.uk,,07213511,
Cyoa Limited,12,Cyoamedia.com,,07214635,
Axis12 Ltd,20,Axis12.com,,07215135,
Green INC (Eu) Limited,25,Greenhatdesign.net,,07215402,
Quotall Ltd,7,Quotall.com,,07215557,
Plexsys Interface Products UK Ltd,7,Immersaview.com,,07215969,
Velloni Limited,9,,,07216967,
Veracode Ltd,63,Info.veracode.com,"£10,941,000 ",07217991,"£519,000 "
Hawkstone Design Limited,7,Hawkstonedesign.co.uk,,07219147,
Cad Up Ltd,6,Cadup.co.uk,,07219215,
Testing Solutions Group Limited,22,Testing-solutions.com,,07220827,
Carbon Brief Ltd,20,Carbonbrief.org,,07222041,
Antit Website Design & Development Limited,12,Webpro-it.co.uk,,07224703,
Bravura Solutions Services (UK) Limited,14,Bravurasolutions.com,"£1,546,384 ",07224909,"£28,505 "
Youcall-It.Com Ltd,6,Youcall-it.com,,07226676,
Deploy Ecommerce Limited,8,Attaindesign.co.uk,,07227833,
Qube Automotive Ltd,14,Qubedata.net,,07227878,
Probit Ltd,9,Probitconsulting.co.uk,,07228092,
KM It Solutions Limited,7,Km-itsolutions.com,,07229552,
3B Digital Limited,6,3bweb.com,,07231331,
Ion Networks Limited,9,Ionnetworks.co.uk,,07231833,
Purple Computing Limited,11,Purplecomputing.com,,07232399,
Foundation Information Technology Limited,8,Foundation-it.com,,07235229,
Zafin Labs UK Limited,13,Zafin.com,,07235966,
Timeless It Business Ltd,8,Timelesstech.co.uk,,07236106,
Chameleon Web Services Limited,13,Chameleonwebservices.co.uk,,07236350,
Transport2 (UK) Limited,41,Coachhire.com,"£14,596,000 ",07238769,"£38,000 "
C-Trace Limited,8,C-trace.de,,07240591,
Repa Engineering Limited,6,Repa.co.in,,07241463,
Supadu Limited,17,Supadu.com,,07241565,
Maya Solutions Ltd,6,Mayasolutions.co.uk,,07242273,
Dtex Systems Ltd,6,Dtexsystems.com,,07242895,
Kornit Digital/Kornitx Limited,43,Custom-gateway.co.uk,,07243927,
Gipping Valley It Services Limited,11,Gvits.co.uk,,07244173,
Aeguana Ltd,27,Aeguana.com,,07246421,
Scorchsoft Ltd,19,Scorchsoft.com,,07246693,
Pcbyvoice Ltd,9,Pcbyvoice.com,,07251002,
Alscient Limited,37,Alscient.com,,07252017,
Continentel Ltd,7,Continentel.co.uk,,07254347,
Redeemer Technologies Limited,6,Redeemertechnologies.com,,07255573,
Jhuskisson Ltd,22,Wearejh.com,,07256070,
Fieldology Limited,6,Fieldology.com,,07257306,
Recite Me Limited,71,Reciteme.com,,07258145,
Hosted Desktop UK Limited,31,Hosteddesktopuk.co.uk,,07258568,
Mighty Giant Ltd,7,Mightygiant.co.uk,,07258777,
Kal Designs Limited,24,Kal-group.com,,07259497,
JCM Business Solutions Limited,6,Jcmbusinesssolutions.co.uk,,07259658,
Brickendon Consulting Limited,12,Brickendon.com,,07262520,
Ap.Rox It Limited,6,Aprox.co.uk,,07267461,
Big Sky Productions Limited,8,Thebigsky.co.uk,,07267579,
Eright Ltd,6,Eright.co.uk,,07267670,
CJ Systems Limited,6,Cjsystems.co.uk,,07269143,
DST Process Solutions Limited,26,Dstsystems.com,"£5,971,000 ",07269757,"£424,000 "
Jpo Solutions Ltd,7,Jposolutions.com,,07270168,
Griffin & Sage Limited,9,Griffinandsage.co.uk,,07271338,
Create It Limited,10,Createit.co.uk,,07272014,
Candex Solutions Ltd,8,Candex.com,,07273632,
Directory Business Services Limited,9,Dbsinternetmarketing.co.uk,,07273693,
Duchy Network Solutions Ltd,8,Duchyifa.co.uk,,07274165,
Hookshot Media Ltd,19,Nlife.com,,07275764,
Key To Markets Limited,8,Synergy-markets.com,,07276568,
Pythian UK Ltd,8,Pythian.com,,07277030,
RTK Farming Limited,11,Rtkfarming.co.uk,,07278066,
Tech Recycle Limited,23,Tech-recycle.com,,07278838,
Moreways Healthcare Limited,14,Morewayshealthcare.com,,07279848,
Computer Waste Limited,14,Computerwaste.co.uk,,07279932,
We Are Tilt Limited,39,Wearetilt.com,,07280900,
Cellpoint Digital Limited,14,Cellpointmobile.com,"£1,122,000 ",07280966,"(£6,327,000)"
Smart Home Solutions Ltd,15,Smart-homesolutions.co.uk,,07282714,
Ser Solutions United Kingdom Limited,21,Sergroup.com,"£5,926,293 ",07282887,"£204,045 "
Livingstone Technologies Limited,96,Livingstone-tech.com,"£11,456,000 ",07284243,"£56,000 "
Spike Reply Limited,7,Reply.com,"£1,044,033 ",07285664,"(£307,798)"
Fen Research Limited,8,Fenresearch.com,,07285955,
Pitman Training Group Limited,23,Pitman-training.com,,07286351,
"RF-Smart International, Ltd",15,,,07286780,
Priority It Solutions Limited,12,Priority-it.co.uk,,07286903,
McTip It Limited,6,Thedmlab.com,,07291011,
Northlink Digital Ltd,10,Bradbourneriding.com,,07291584,
 Extrinsica Global Limited Extrinsicaglobal.com,32,Extrinsicaglobal.com,,07293625,
Boxfusion Consulting Limited,36,Boxfusionconsulting.com,,07296310,
Perspective Risk Limited,16,Perspectiverisk.com,"£944,000 ",07296612,
Abeona Limited,46,Abeona.co.uk,,07297226,
Tomgandhi Consulting Limited,10,Tgcworld.com,,07297332,
S360 Digital UK Ltd,28,Reloaddigital.co.uk,,07298635,
Schematiq Limited,14,Uridium.myzen.co.uk,,07299691,
Nicholas Bernard Ltd,13,Nicholas-bernard.com,,07300086,
Novus Altair Limited,22,Novusaltair.co.uk,,07303078,
Global C. S. Ltd,7,Globalcs.co.uk,,07303906,
MDX Technology Limited,13,Mdxtechnology.com,,07305821,
See Data Ltd,13,Seedata.co.uk,,07307269,
JM Overfield & Son Limited,10,Creativepips.com,,07307963,
Quantum It Europe Limited,15,Ceramiccoders.com,,07308632,
Kalm Tech Ltd,9,Kalmtech.com,,07308785,
Hamer Technology Limited,6,Hamer-technology.co.uk,,07312510,
Abelau Limited,9,Bluecurve.info,,07313608,
Virtuoso Partners Limited,15,Tipac.net,,07313948,
Irrox Limited,9,,,07316264,
Lotto Logic Limited,8,Lotto.io,,07316451,
Computers For Flooring Limited,8,Computersforflooring.com,,07318092,
Epany Archives Limited,9,,,07319305,
Icede Solutions Limited,15,Icede.co.uk,,07320016,
Edworthy Media And Technology Limited,7,Edworthycomputing.co.uk,,07320135,
Vmhosts Limited,18,Vmhosts.co.uk,,07320695,
Shaping Cloud Ltd,30,Shapingcloud.com,,07321331,
Cleartwo Limited,13,Cleartwo.co.uk,,07322277,
Ciklum UK Limited,24,Ciklum.com,"£52,249,000 ",07322381,"£1,515,000 "
Newable Digital Limited,15,Newable.co.uk,"£36,756 ",07323232,"(£1,257,716)"
Trueswift Limited,7,Trueswift.co.uk,,07330159,
Consult Believe Ltd,18,Consultbelieve.com,,07330856,
Itel Solutions Limited,9,Itels.com.hk,,07331344,
Redshank It Services Limited,12,Redshank-group.com,,07332063,
Market Dojo Ltd,40,Marketdojo.com,,07332766,
Smarterpay Ltd,20,Income-systems.com,,07333064,
David Allen It Limited,24,Davidallen-it.co.uk,,07336343,
Design Monkey Media Limited,9,Design-monkey.co.uk,,07336432,
Ridgeway Studios Marketing Limited,18,Ridgeway.com,,07337457,
Arcivate Ltd,9,Arcivate.com,,07340236,
Orpheus Technology Limited,20,Prowritingaid.com,,07341390,
Bazooka Search Ltd,7,Susodigital.com,,07342869,
Ve3 Global Ltd,49,Shakuntalam.co.uk,"£9,740,425 ",07343436,"£579,513 "
Digital Engineering Ltd,10,Digital-engineering-ltd.com,,07346486,
Genius Division Limited,8,Geniusdivision.com,,07347038,
PM Connect Ltd,36,Pmconnect.co.uk,"£10,517,000 ",07347102,"(£865,000)"
Muso TNT Limited,11,Muso.com,,07351174,
Copper Bay Creative Ltd,10,Copperbaycreative.co.uk,,07351353,
Endjin Limited,12,Endjin.com,,07351560,
Korelogic Limited,19,Korelogic.co.uk,,07352553,
Job Fairs Limited,13,Thejobfairs.co.uk,,07352766,
D-Wise Technologies UK Limited,13,D-wise.com,"£1,695,000 ",07352898,"(£431,000)"
Overt Software Solutions Limited,23,Overtsoftware.com,,07354763,
Tivarri Limited,13,Tivarri.com,,07355302,
Anglepoint (UK) Ltd,31,Anglepoint.com,,07355750,
Reach Studios Limited,24,Reachstudios.co.uk,,07357343,
Sysnet Global Solutions (UK) Limited,14,Sysnetgs.com,"£2,092,804 ",07359347,"£502,619 "
Systemwork CS Limited,6,System-work.co.uk,,07359773,
Leadbyte Limited,18,Leadbyte.co.uk,,07361033,
Bunker48 Limited,11,Bunker48.com,,07365076,
Systemrapid Limited,6,Systemrapid.com,,07368156,
Venn Digital Limited,35,Venndigital.co.uk,,07369040,
Jaijo Limited,6,Jaijo.com,,07369161,
Atrium Consulting Limited,22,Atrium-consulting.co.uk,,07370083,
FVRVS Limited,88,Fundamentalsurgery.com,"£4,701,000 ",07370553,"(£3,966,000)"
Toumetis Ltd,24,Toumetis.com,,07372204,
Wan Media Ltd,16,Trafficoptimiser.com,"£1,843,106 ",07373243,"£99,363 "
Kwikchex Limited,6,Kwikchex.com,,07376192,
Green It Disposal Limited,28,Greenitdisposal.co.uk,,07376479,
2NCH Limited,6,2nch.co.uk,,07376520,
Bright Analytics Ltd,8,Brightanalytics.co.uk,,07376800,
Speak Digital Limited,7,Speakdigital.co.uk,,07377920,
Catena Media UK Limited,12,Rightcasino.com,,07381409,
Accuro Transcription Solutions Limited,11,Accuro.co.uk,,07384107,
Mixlr Ltd,6,Mixlr.com,,07384299,
Skillnet Solutions Private Limited,12,Skillnetinc.com,,07384552,
Runtech Group Limited,7,Runtech.co,,07384703,
Everything Tech Limited,50,Everythingtech.co.uk,,07384870,
Visualwind Ltd,6,Visualwind.co.uk,,07387512,
Vocosa Ltd,12,Vocosasma.com,,07387729,
Oneserve Ltd,25,Oneserve.co.uk,,07387807,
Mitratech (UK) Limited,29,Mitratech.com,"£3,147,000 ",07388689,"(£3,511,000)"
Code Enigma Limited,7,Codeenigma.com,,07390130,
Blue Spires Solutions Limited,24,Bluespires.co.uk,,07390799,
QTM Global Services Limited,25,Qtmglobal.com,,07393653,
Fountain Digital Limited,7,Fountaindigital.co.uk,,07396097,
Faraday Scientific Limited,8,Faradayscientific.co.uk,,07396196,
Tictrac Limited,8,Tictrac.com,"£5,058,000 ",07400167,"£3,682,000 "
DSSC Europe Limited,18,Dssceurope.com,,07400733,
Reddoor It Ltd,12,Reddoor.net,,07401343,
Quill Content Limited,15,Quill-company.com,"£4,272,000 ",07402622,"£173,000 "
Audinate Ltd,31,Audinate.com,"£4,656,692 ",07403340,"£388,975 "
APWW Limited,10,Stylemarketing.co,,07403553,
Live Better Locations Limited,8,Livebetterlocations.co.uk,,07406490,
Blackstone Research And Development Limited,6,Blackstone.com,,07407788,
Perfect Data Solutions Limited,39,Lendingmetrics.com,"£5,334,106 ",07407815,"£652,884 "
Fuel Cell Systems Ltd,37,Fuelcellsystems.co.uk,,07411241,
Eclipse Financial Management Limited,7,Payingtoomuch.com,"£2,593,563 ",07412856,"£359,037 "
Tomia Ltd,6,,,07413747,
Hurst It Limited,25,Ajhurst.com,,07418077,
Patchwork Technology Limited,12,Thepatchworkgroup.com,,07418693,
 Wedo Digital Technologies Limited Lucidnetworks.co.uk,38,Lucidnetworks.co.uk,,07420251,
Rapid It Recycling Limited,17,Lcws.co.uk,,07422029,
Deployflow Ltd,8,Conceroit.com,,07423115,
Kernow Controls Ltd,10,Kernowcontrols.co.uk,,07423851,
"Enthought, Ltd",8,Enthought.com,,07423984,
Decentservices Ltd,6,Decentcleaning.co.uk,,07425851,
GPC Systems Ltd,9,Gpcsl.com,,07426747,
Livetec Systems Limited,13,Livetecsystems.co.uk,,07427051,
Springboard It (UK) Limited,10,Springboardit.co.uk,,07428233,
Parallax Agency Ltd,46,Parall.ax,,07430032,
Labelium UK Ltd,14,Labelium.com,,07433655,
Global Minds Limited,30,Globalminds.biz,,07434302,
Clear Visual Communications Ltd,19,Clearvc.co.uk,,07437847,
Lighthouse It Ltd,16,Lighthouseit.co.uk,,07439062,
Seniguk Consulting Ltd,6,Senigukconsulting.co.uk,,07440150,
Formulatrix (UK) Limited,8,Formulatrix.com,,07441363,
Sheer Solutions Ltd,9,Sheersolutions.co.uk,,07442530,
Keybridge It Solutions Ltd,27,Keybridgeit.com,,07444390,
Opencorporates Ltd,45,Opencorporates.com,,07444723,
Netsweeper Limited,9,Netsweeper.com,,07445898,
The Goodpeople Business Ltd,9,Goodpeople.co.uk,,07447400,
Jac2 Consultancy Limited,7,Jac2ltd.co.uk,,07447785,
Pixus Online Ltd,19,Pixus.uk,,07449112,
Trigger Solutions Creative Limited,6,Triggersolutions.co.uk,,07449330,
Ad Network Solutions Limited,24,Adnetworksolutions.co.uk,,07452376,
Nquiringminds Limited,12,Nquiringminds.com,,07452630,
Selective Networks Ltd,8,Selectivenetworks.co.uk,,07453163,
Baserock It Solutions Ltd,8,Baserock.co.uk,,07454558,
Vlogix Ltd,20,Vlogix.co.uk,,07455045,
Platinum It Support Limited,7,Platinum-it.org.uk,,07455478,
Whocanfixmycar.Com Ltd,83,Whocanfixmycar.com,,07455738,
2it Systems Limited,7,2itsystems.co.uk,,07456268,
Sonder Digital Limited,8,Opendoorinternet.co.uk,,07456740,
ICT-Partners Europe Limited,6,Ict-partners.co.uk,,07457570,
The Constant Media Limited,7,Theconstantmedia.com,,07458182,
The Barn Agency Ltd,6,Potensial.co.uk,,07459430,
Proqual Ab Limited,16,Proqualab.com,,07464445,
Atmoso Limited,19,Focusgroup.co.uk,,07464676,
London 24/7 Electrical Ltd,10,London247electrical.co.uk,,07465010,
Recycleit Now Ltd,25,Recycleit.co.uk,,07465035,
Technology To Go Limited,6,Banksbyrne.co.uk,,07465303,
Polished Rock Ltd,11,Polishedrockltd.co.uk,,07467364,
Decision Focus UK Limited,30,Decisionfocus.com,,07467633,
Dfusion Resourcing Limited,27,,,07470505,
Dataflow Av Ltd,6,Dataflowevents.co.uk,,07474288,
Total Onion Limited,16,Totalonion.com,,07474315,
Make I.T. Simple (2011) Limited,8,Makeitsimple.info,,07474713,
Kovaion Consulting Limited,9,Kovaion.com,,07476094,
Narla Technologies Ltd,9,,,07478079,
Mykindacrowd Limited,29,Mykindacrowd.com,,07479361,
Total Seo & Marketing Ltd,17,Total-seo.co.uk,,07480045,
Intrepid Ltd,12,Intrepidltd.com,,07480378,
Soarsmart Ltd,9,,,07481479,
Clear ADS Ltd,16,Clearads.co.uk,,07481783,
Stress Man Limited,14,Stressmanltd.co.uk,,07482569,
Acensys Digital Limited,9,Ascentconsultingservices.com,,07483724,
Blondefish Limited,8,Blondefish.com,,07485731,
T - Scan Limited,26,T-scansolutions.com,,07485798,
Projective Consulting Ltd,23,Forletta.org,,07486738,
Deku Solutions Ltd,7,Dekusolutions.com,,07486757,
Tuliptech Ltd,6,Tulip-tech.com,,07486882,
Dotter Ltd,7,Dotter.me,,07487210,
Indigo Tree Digital Limited,15,Indigotree.co.uk,,07487493,
Dancing Badger Limited,7,Dancing-badger.co.uk,,07488112,
Mission Room Limited,11,Support.missionroom.com,,07489081,
E&P Consulting Ltd,6,Ep-consulting.co.uk,,07489222,
Evrythng Limited,34,Evrythng.com,,07494980,
Appmetric Software Limited,27,Appmetric-software.com,,07495340,
Ibank Limited,12,Ibank.thecitybank.com,,07495743,
Rodingtech Ltd,6,Rodingtech.com,,07495837,
Livebuzz Limited,49,Livebuzz.co.uk,"£4,806,000 ",07496832,"£1,373,000 "
Techwave Consulting UK Limited,7,Techwave.net,,07496967,
Netduma Limited,21,Netduma.com,,07497799,
Ppav Limited,20,Theppav.co.uk,,07500516,
Asprey St John & Company Limited,15,,,07503021,
Unbiased Ec1 Limited,76,Unbiased.co.uk,"£13,812,000 ",07504263,"(£1,032,000)"
Ten24 Media Ltd,11,Ten24.info,,07504991,
Health Iq Limited,32,Healthiq.co.uk,"£5,646,022 ",07505343,"£576,211 "
Innovatise Limited,8,Williams-ip.com,,07506993,
Rothwell Associates Limited,19,Rothwellandassociates.com,,07510802,
Lumic Ltd,7,Lumic.co.uk,,07511354,
Puppet Labs Limited,62,Puppet.com,"£7,762,243 ",07511528,"£500,472 "
Vengreen Solutions (UK) Limited,6,Vengreen.co.uk,,07513767,
Atsol Ltd,9,Agile-ts.net,,07514512,
Kappture Limited,58,Kappture.co.uk,"£8,279,450 ",07515439,"£714,597 "
Techmonkeys Limited,7,Techmonkeys.co.uk,,07515865,
Business Cloud Integration Limited,15,Businesscloudintegration.co.uk,,07517383,
Fingertip Solutions Limited,9,Fingertipsolutions.org.uk,,07517717,
Reflect Digital Limited,40,Reflectdigital.co.uk,,07519322,
Diginius Limited,20,Diginius.com,,07522669,
S A Rahman Consulting Ltd,7,Sarahmanconsulting.co.uk,,07523301,
On Device Solutions Limited,18,Ondevice.co.uk,,07524473,
Depotnet Ltd,43,Depotnet.co.uk,,07524508,
Margo Consulting Ltd,22,,,07526068,
Novi.Digital Ltd,11,Novi.digital,,07526752,
One I.T. Support Ltd,9,Oneits.co.uk,,07527806,
Clever ICT Ltd,10,Cleverict.co.uk,,07528945,
Set3 Solutions Limited,6,Set3.co.uk,,07529472,
BDP Solutions Limited,29,Bdp-solutions.co.uk,,07529536,
Pasapas UK Limited,7,Pasapas-sap-support.co.uk,,07530544,
 Branchspace Limited Branchspace.com,14,Branchspace.com,,07533156,
Croft It Services Limited,10,Croft-it.com,,07534082,
Joy-Tech Consultancy Ltd,9,Joytechconsultancy.co.uk,,07534670,
Woodstock It Services Limited,12,Woodstockit.co.uk,,07534701,
A J Systems Limited,9,Ajsystems.co.uk,,07535586,
Scriptoria Ltd,24,Scriptoria.co.uk,,07539231,
Brightman Business Solutions Limited,13,Brightman.uk.com,,07540332,
Amdhan Ltd,6,Amdhan.co.uk,,07540984,
Nendrasys Technologies UK Limited,8,Nendrasys.co.uk,,07541104,
Spec Digital Limited,10,Eakdigital.com,,07542548,
Bvision Limited,7,Bvisionaccountants.co.uk,,07542757,
Technimove Recycles Limited,10,Technimove.co.uk,,07543774,
Netflo Limited,11,Netflo.co.uk,,07544508,
Pentagull Ltd,8,Pentagull.co.uk,,07544705,
Seovalley Ltd,7,Seovalley.com,,07546564,
Dialageek Limited,9,Dialageek.co.uk,,07550944,
Geo Brand Limited,13,Geomedia.co.uk,,07551709,
Planixs GRP Limited,60,Planixs.com,,07553139,
Dazzling Web Planet Limited,6,Dazzlingwebplanet.com,,07555179,
Cyberis Limited,37,Cyberis.co.uk,,07556994,
Mass Impressions Ltd,6,Massimpressions.com,,07557034,
Rubicon Consulting (UK) Limited,15,Rubiconconsulting.co.uk,,07558212,
Blue Sea Development Limited,11,Blueseadevon.com,,07561147,
My Wealth Cloud Ltd,6,Mywealthcloud.com,,07562559,
Avamae Software Solutions Ltd,38,Avamae.co.uk,,07562810,
Nexus Point Ltd,46,Nexuspoint.co.uk,,07566006,
Aeon Green Limited,6,Aeongreen.com,,07566237,
Netpoint Solutions Limited,6,Netpointsolutions.co.uk,,07567253,
Pixal Ltd,9,Pixa.co.uk,,07568024,
Troy It Consultancy Limited,27,Troy-plus.co.in,,07569186,
Bright Cloud Ltd,34,Brightcloudresources.com,,07569936,
Brightminded Ltd,14,Brightminded.com,,07573613,
Paragon Internet Group Limited,17,Paragoninternet.co.uk,"£7,148,000 ",07573953,"£7,033,000 "
Quick Link Consultancy Ltd,30,Quicklinkconsultancy.com,,07574466,
Buyapowa Limited,25,Buyapowa.com,,07574698,
Primary Technologies (S.E.) Ltd,14,Primarytechstore.co.uk,,07576841,
123 ICT Limited,14,123ict.co.uk,,07577538,
Toynbee Hall Trading Limited,7,Linkageplus.co.uk,"£533,575 ",07578738,"£40,950 "
Mindlink Software Ltd,37,Mindlinksoft.com,,07578750,
Unineed Limited,48,Unineed.com,,07579042,
Panicguard Limited,6,Panicguard.com,,07579109,
Performa It Limited,21,Performa-it.co.uk,,07579500,
JC-It Solutions Limited,6,Jc-it.co.uk,,07582502,
Information Catalyst For Enterprise Ltd,14,Informationcatalyst.com,,07582660,
F1F9 UK Ltd,6,F1f9.com,,07582859,
Synaptic Resources Limited,6,Synapticresources.com,,07583316,
Kentico Software Limited,6,Kentico.com,,07584637,
Quai Administration Services Limited,42,Quai-admin.co.uk,"£2,166,000 ",07584959,"(£1,364,000)"
Apograph Limited,7,Apograph.com,,07585574,
Deevi Technologies Ltd,6,Devitechs.co.uk,,07586033,
Purple Square Consulting Limited,32,Purplesquareconsulting.com,,07586167,
Struto Ltd,7,Struto.co.uk,,07587184,
Sycom Integrated Solutions Ltd,6,Sycomsolutions.com,"£210,754 ",07589706,"£11,108 "
PJN Infotech Limited,8,Pjninfotech.co.uk,,07590655,
Infrastructure Design Solutions Ltd,11,Infrades.co.uk,,07591032,
Adqura Limited,38,Adqura.com,,07591425,
Spork Digital Limited,8,Spork.digital,,07591848,
Focus Technology Europe Limited,10,Focus-technology.co.uk,,07592049,
Intelliqa Limited,7,Intelliqa.co.uk,,07594665,
FX Digital Ltd,42,Wearefx.co.uk,,07595370,
Eastquayit Limited,13,Eastquayit.com,,07595813,
Monitor Intelligence Services Ltd,8,Monitoris.co.uk,,07595880,
Analysispro Limited,7,Analysispro.com,,07597309,
Jam Crackers Ltd,6,Jamcrackers.co.uk,,07598261,
Virtuoso It Limited,40,Virtuoso-uk.com,,07598800,
777 Networks Limited,11,101it.co.uk,,07604069,
Clairelogic Corporate Ltd,18,Clairelogic.net,,07604951,
Milner Browne Limited,8,Milnerbrowne.com,,07606203,
Id Card Centre Limited,28,Idcardcentre.co.uk,,07607081,
Workplace Fabric Limited,38,Workplacefabric.com,,07608844,
Gmex Innovation Limited,12,Forum-ts.com,,07608963,
Matterport (UK) Sales Ltd,63,Inspiredlabs.com,"£10,606,000 ",07611996,"£505,000 "
Zealous Solutions Ltd,7,Zealoussolutionsinc.com,,07612253,
Economit Limited,6,Economit.co.uk,,07613723,
Astrid Technologies Limited,13,Astridtech.co.uk,,07615870,
Blackdot Solutions Ltd,42,Blackdotsolutions.com,,07617704,
Assetspire Limited,9,Assetspire.co.uk,,07617965,
Infopad Ltd,6,Infopad.org.uk,,07620090,
Applearn Limited,40,Applearn.com,,07620235,
Cambridge Intelligence Limited,77,Cambridge-intelligence.com,"£13,400,000 ",07625370,"£5,472,000 "
Insight Globe Ltd,6,,,07630556,
Uctel Ltd,9,Uctel.co.uk,,07631508,
Senses Web Solutions Ltd,8,Senses.co.uk,,07632662,
Vivet Limited,20,Vivet.co.uk,"£1,767,434 ",07632781,"(£605,427)"
UMZ Systems Limited,7,Umzsystems.co.uk,,07634321,
Digital Control Room Limited,12,Cookiereports.com,,07634516,
Stratia Consulting Ltd,11,Stratiaconsulting.com,,07634807,
Au2mate Ltd,14,Au2mate.com,,07634928,
Squareone Training Limited,6,Squareonetraining.com,,07639403,
Selected Interventions Limited,85,Selectedinterventions.com,,07641169,
Twisted Fish It Limited,25,Twistedfish.com,,07641268,
Rendermedia Ltd,7,Rendermedia.co.uk,,07641697,
Big Bite Creative Ltd,34,Bigbitecreative.com,,07642287,
Cloud Clever Limited,18,Clever-it.com,,07643682,
Procurri Europe Maintenance Limited,22,Procurrieurope.com,"£6,821,000 ",07644383,"£146,000 "
Future It Consultancy Limited,20,,,07644491,
Officials-For-Sport.Com Ltd,8,Officialsforsport.com,,07646852,
Dynamicplatform Limited,10,Dynamicplatform.com,,07650906,
Ciexpert Limited,6,Ciexpert.co.uk,,07652260,
Hi Mum Said Dad Ltd,26,Himumsaiddad.com,,07654124,
 Xantaro UK Ltd Xantaro.net,26,Xantaro.net,"£33,002,000 ",07656440,"£454,000 "
Climber Bi Limited,8,Climber.eu,,07659638,
Big Brand Ideas Limited,75,Bigbrandideas.co.uk,,07659739,
Aviation Automation And Control Limited,8,,,07660199,
Medical Business Consulting Limited,8,Medicalexecutivepost.com,,07661291,
Infuse Technology Limited,20,Smithcooper.co.uk,,07661373,
Comet Business Global Solutions Ltd,6,Cometbusinesssolutions.co.uk,,07662630,
Marketing Data Consulting Limited,19,Adroitinsight.com,,07662795,
Appurity Limited,10,Appurity.co.uk,,07664543,
Duadata Limited,25,Duadata.com,,07666227,
Get Your Mobi Limited,18,Getyourmobi.co.uk,,07666441,
Sixredsquares Limited,8,Sixredsquares.com,,07667850,
Hassell Inclusion Limited,9,Hassellinclusion.com,,07669087,
MSC It Solutions Ltd,11,Mscits.co.uk,,07669394,
Applied Information Group UK Limited,35,Appliedwayfinding.com,,07672025,
Servos Exterior Cleaning Ltd,6,Servosuk.co.uk,,07672726,
Erp Data Services Limited,8,Erpdataservices.com,,07672927,
Krayma Technical Solutions Ltd,6,Krayma.com,,07674074,
Develop Group Ltd,24,Ampersandconsulting.co.uk,,07676726,
Eq Technologic (UK) Limited,25,1eq.com,,07677179,
Cube19 Limited,36,Cube19.com,,07677269,
Blue Sky Digital Solutions Limited,23,Blue-sky-digital.co.uk,,07678442,
Axiell ALM Limited,43,Axiell.co.uk,"£5,812,000 ",07680482,"£453,000 "
DCS Communications Ltd,9,Dcscommunicationsltd.com,,07681189,
BTL It Solutions Ltd,15,Btlitsolutions.co.uk,,07681669,
Mpower Plus UK Ltd,34,Jobserve.co.uk,,07685639,
BT Systems Limited,8,Banktrade.com,,07686012,
Birla Technologies Ltd,7,Birla.co.uk,,07687282,
Raxis Info Solutions Limited,6,Raxisinfosolutions.co.uk,,07691261,
Brightbyte Limited,6,Brightbyte.co.uk,,07691751,
Rapidspike Limited,6,Rapidspike.com,,07693547,
UWP Limited,7,Uwpgroup.co.uk,,07693937,
CBX Software Emea Limited,10,,,07695234,
Renaissance Infotech Limited,12,Renaissanceinfotech.co.uk,,07697278,
Animalive Ltd,7,,,07697653,
Assured Systems (UK) Ltd,9,Assured-systems.com,,07699660,
Sponsorcraft Limited,13,Hubbub.net,,07699834,
It4business Solutions Limited,22,,,07701152,
Aquila Visum Ltd,9,,"£192,682 ",07705387,"£20,255 "
Scitegrity Limited,7,Scitegrity.co.uk,,07707748,
Express It Group Ltd,7,Express-its.com,,07707999,
Sentinel Partners Limited,18,Sentinelpartners.co.uk,,07710092,
